鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
鼓山區,房地(土地+建物),高雄市鼓山區美術東二路481~510號,14.54,住,,,1081229,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931208,93.41000000000001,2,2,1,有,有,5940000,63591,,0.0,0,,RPQNMLRJKHPFFAE08CA
前金區,房地(土地+建物),高雄市前金區光明街1~30號,5.56,商,,,1081214,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010928,59.56,1,1,1,有,無,3730000,62626,,0.0,0,,RPPNMLMKKHPFFAE57CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1801~1830號,18.71,商,,,1081022,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,284.1,4,2,3,有,有,19980000,70327,坡道平面,17.98,0,,RPTOMLLLKHPFFAE08CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1771~1800號,23.3,商,,,1081213,土地1建物1車位2,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,366.57,4,2,3,有,有,31000000,84568,坡道平面,35.96,0,,RPUOMLLLKHPFFAE18CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路1~30號,25.39,住,,,1090101,土地1建物1車位1,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030225,298.75,3,2,2,有,有,17980000,61702,坡道平面,30.04,1400000,,RPQOMLOLKHPFFAE08CA
前金區,房地(土地+建物)+車位,高雄市前金區民生二路181~210號,22.0,商,,,1081227,土地1建物1車位2,二十七層,三十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0990602,591.1,0,0,0,無,有,57800000,95187,坡道平面,36.4,5000000,,RPUNMLRLKHPFFAE68CA
小港區,房地(土地+建物)+車位,高雄市小港區立群路61~90號,16.04,商,,,1090102,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801224,150.04,4,2,2,有,有,4700000,31325,坡道平面,0.0,0,含增建或未登記建物。,RPTOMLOJKHPFFCE38CA
三民區,房地(土地+建物)+車位,高雄市三民區明賢街61~90號,25.07,住,,,1081225,土地1建物1車位1,十四層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830611,187.75,3,2,2,有,有,9268000,49364,坡道平面,0.0,0,,RPOPMLLKKHPFFDE87CA
三民區,房地(土地+建物)+車位,高雄市三民區陽明路241~270號,24.23,住,,,1081229,土地1建物1車位1,三層，電梯樓梯間,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820927,155.41,4,2,2,有,有,4680000,30114,坡道平面,0.0,0,,RPOQMLQLKHPFFDE58CA
左營區,房地(土地+建物)+車位,高雄市左營區文慈路170巷1~30號,13.76,住,,,1081222,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851118,131.22,3,2,2,有,有,5650000,43057,坡道平面,0.0,0,,RPOPMLMKKHPFFEE08CA
左營區,房地(土地+建物),高雄市左營區重和路31~60號,13.24,住,,,1081121,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951124,122.88,3,2,2,有,有,6500000,52897,,0.0,0,,RPWOMLNKKHPFFEE88CA
左營區,房地(土地+建物),高雄市左營區介壽路221巷1~30號,11.11,住,,,1090101,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960402,112.41,3,2,2,有,有,5300000,47149,,0.0,0,,RPUOMLOKKHPFFEE78CA
岡山區,房地(土地+建物)+車位,高雄市岡山區壽華路31~60號,22.23,住,,,1081217,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830522,127.14,3,2,2,有,有,4700000,36967,坡道平面,0.0,0,含增建或未登記建物。;,RPUNMLQJKHPFFFE88CA
左營區,房地(土地+建物),高雄市左營區文康路129巷31~60號,13.62,住,,,1081224,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861218,106.55,3,2,2,有,有,5000000,46926,,0.0,0,,RPXOMLPKKHPFFEE56CA
左營區,房地(土地+建物)+車位,高雄市左營區重光路61~90號,19.99,住,,,1090105,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871105,240.46999999999997,3,1,2,有,有,12500000,51982,坡道平面,68.18,0,,RPRNMLKLKHPFFEE08CA
楠梓區,房地(土地+建物),高雄市楠梓區德祥路31~60號,11.1,住,,,1081216,土地1建物1車位0,一層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811210,120.75,3,2,1,有,有,4800000,39752,,0.0,0,,RPTOMLPLKHPFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區緯六路211~240號,35.95,住,,,1090115,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991209,178.31,3,1,2,有,有,3679579,20636,坡道平面,0.0,0,由國防部配售之案件。,RPSPMLPLKHPFFEE88CA
左營區,房地(土地+建物),高雄市左營區介壽路221巷1~30號,8.71,住,,,1081228,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960402,84.84,2,1,1,有,有,3960000,46676,,0.0,0,附家電傢俱。含裝潢。,RPWOMLQLKHPFFEE66CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十六街27巷1~30號,18.06,商,,,1081115,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030509,178.72000000000003,3,2,2,有,有,9600000,53715,坡道平面,17.39,0,,RPUPMLOKKHPFFEE88CA
左營區,房地(土地+建物),高雄市左營區大中二路271~300號,10.83,住,,,1090112,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960112,82.72,2,1,1,有,有,3800000,45938,,0.0,0,,RPUQMLLKKHPFFEE68CA
三民區,房地(土地+建物)+車位,高雄市三民區德山街31~60號,17.78,商,,,1090113,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840301,143.17000000000002,3,2,2,有,有,5200000,36320,坡道機械,0.0,0,,RPSNMLQLKHPFFDE68CA
三民區,房地(土地+建物),高雄市三民區民族一路100巷1~30號,4.18,商,,,1090106,土地1建物1車位0,二十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841219,76.58,2,1,1,有,有,3520000,45965,,0.0,0,,RPWNMLPKKHPFFDE88CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎昌街31~60號,10.8,商,,,1090107,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870507,123.27000000000001,3,2,2,有,有,4000000,32449,坡道平面,17.61,0,親友、員工或其他特殊關係間之交易。;,RPSNMLOKKHPFFDE38CA
三民區,房地(土地+建物)+車位,高雄市三民區民族一路691~720號,9.73,住,,,1081229,土地1建物1車位1,十一層，電梯樓梯間,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840906,143.54,3,2,2,有,有,6600000,45983,坡道平面,0.0,0,,RPSOMLMKKHPFFDE28CA
小港區,房地(土地+建物)+車位,高雄市小港區廈莊一街61~90號,13.63,商,,,1081216,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031208,154.55,3,2,2,有,有,7500000,48528,坡道平面,0.0,0,屋況新，附贈冷氣三台、美術燈、沙發、窗簾、等家具,RPTOMLOLKHPFFCE58CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎泰里河堤路541~570號,18.05,住,,,1081223,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,160.48000000000002,3,2,2,有,有,7800000,48604,坡道平面,0.0,0,,RPWNMLQJKHPFFDE88CA
三民區,房地(土地+建物)+車位,高雄市三民區興昌街1~30號,22.16,住,,,1090113,土地1建物1車位1,十三層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830309,160.69,3,2,2,有,有,6550000,40762,坡道平面,0.0,0,,RPQNMLPJKHPFFDE18CA
三民區,房地(土地+建物)+車位,高雄市三民區建工路601~630號,19.55,商,,,1081220,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900615,196.76999999999998,4,2,2,有,有,9500000,48280,坡道平面,0.0,0,,RPSNMLPJKHPFFDE38CA
小港區,房地(土地+建物)+車位,高雄市小港區青山街123巷31~60號,13.53,住,,,1081201,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890424,133.64000000000001,3,2,2,有,有,5050000,37788,坡道機械,18.33,0,,RPUOMLMKKHPFFCE38CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁義街1~30號,9.37,住,,,1090103,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930303,88.71000000000001,2,1,1,有,有,7200000,81163,坡道平面,0.0,0,,RPSNMLKKKHPFFBE77CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁德街1~30號,11.86,商,,,1090111,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921128,132.56,3,2,2,有,有,9180000,67805,坡道平面,14.87,1200000,,RPTOMLPJKHPFFBE38CA
前金區,房地(土地+建物)+車位,高雄市前金區青年二路151~180號,6.53,商,,,1081218,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040325,87.8,2,1,1,有,有,6920000,78815,升降機械,10.01,0,,RPSOMLPLKHPFFAE38CA
前金區,房地(土地+建物),高雄市前金區文武二街181~210號,5.66,商,,,1090103,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961130,73.54,2,1,1,有,有,4560000,62007,,0.0,0,,RPQNMLNKKHPFFAE77CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區華豐街124巷1~30號,11.29,住,,,1080806,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910701,90.15,2,1,1,有,有,4980000,55241,坡道機械,0.0,0,含增建或未登記建物。;,RPUOMLLKKHPFFAE08CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明倫路151~180號,9.69,商,,,1081224,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960131,113.57,2,2,1,有,有,7250000,63837,坡道機械,11.78,0,,RPPNMLPJKHPFFAE77CA
前金區,房地(土地+建物)+車位,高雄市前金區旺盛街1~30號,6.86,商,,,1081231,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971027,46.89,4,2,2,有,有,2200000,46918,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLKKKHPFFAE97CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路31~60號,13.64,商,,,1081228,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,125.69999999999999,3,2,2,有,有,7600000,57526,坡道機械,10.97,1000000,,RPVOMLKKKHPFFAE08CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路151~180號,6.9,商,,,1081230,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950809,66.81,1,1,1,有,有,4000000,59871,坡道機械,11.82,0,,RPUNMLQJKHPFFAE38CA
前金區,房地(土地+建物)+車位,高雄市前金區七賢二路271~300號,10.17,商,,,1081124,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,149.53,3,2,2,有,有,9800000,65539,坡道機械,7.38,0,,RPXOMLLKKHPFFAE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區中華一路2221~2250號,19.26,住,,,1081221,土地2建物1車位1,十一層，十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830126,159.68,4,2,2,有,有,6400000,40080,坡道機械,0.0,0,,RPPNMLQKKHPFFAE97CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東八街91~120號,25.47,住,,,1081229,土地1建物1車位2,二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921202,262.15,4,2,2,有,有,14600000,55693,坡道平面,61.4,0,,RPPNMLKLKHPFFAE47CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南二路31~60號,16.25,住,,,1090102,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971021,133.86,3,2,2,有,有,9000000,67234,坡道平面,0.0,0,,RPPNMLLLKHPFFAE57CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區民權二路511~540號,12.87,住,,,1081224,土地1建物1車位1,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970307,268.76,3,2,3,有,有,15800000,58789,坡道平面,14.77,0,,RPRNMLQJKHPFFCE28CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區民權二路511~540號,14.61,住,,,1081229,土地1建物1車位1,二十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970307,302.87,4,2,2,有,有,22000000,72638,坡道平面,14.77,0,,RPSNMLQJKHPFFCE38CA
前鎮區,房地(土地+建物),高雄市前鎮區沱江街1~30號,2.9,住,,,1090108,土地2建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780510,143.81,4,2,2,有,有,5980000,41583,,0.0,0,,RPRNMLMKKHPFFCE97CA
三民區,房地(土地+建物)+車位,高雄市三民區大福街211~240號,21.43,住,,,1081231,土地1建物1車位1,二層，三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861215,156.57,4,2,3,有,有,6300000,39140,坡道平面,21.16,1000000,,RPTOMLQJKHPFFDE68CA
三民區,房地(土地+建物),高雄市三民區建元路1~30號,8.28,商,,,1090104,土地1建物1車位0,十七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890412,119.81,3,2,2,有,有,5250000,43819,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLQJKHPFFDE09CA
三民區,房地(土地+建物)+車位,高雄市三民區正興路1~30號,14.63,商,,,1090105,土地1建物1車位1,四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810514,328.86,4,2,3,有,有,10500000,31928,坡道平面,0.0,0,,RPOOMLLKKHPFFDE77CA
左營區,房地(土地+建物)+車位,高雄市左營區重惠街61~90號,12.51,商,,,1081230,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0910930,111.44,2,2,1,有,有,5650000,50700,坡道機械,26.44,0,,RPVSMLQJKHPFFEE76CA
左營區,房地(土地+建物),高雄市左營區崇德路31~60號,7.27,商,,,1090113,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,83.81,3,2,2,有,無,5000000,59659,,0.0,0,,RPWNMLRJKHPFFEE09CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十五路121~150號,24.89,住,,,1081230,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030708,154.56,2,2,2,有,有,7200000,46584,坡道平面,26.53,0,,RPRPMLQJKHPFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區保靖街1~30號,9.04,商,,,1090107,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0920917,89.28,3,2,1,有,有,5800000,64964,坡道機械,10.28,0,含增建或未登記建物。,RPRNMLSJKHPFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區曾子路511~540號,10.95,住,,,1081231,土地1建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850830,145.82,3,2,2,有,有,7080000,48553,坡道機械,0.0,0,,RPSPMLRJKHPFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區重惠街61~90號,9.48,商,,,1090101,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890503,110.72,3,2,2,有,有,5650000,51030,坡道機械,9.9,0,,RPRPMLOKKHPFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區介壽路221巷1~30號,25.87,住,,,1081118,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000916,136.7,3,2,2,有,有,7180000,52524,坡道平面,16.06,0,,RPTPMLOKKHPFFEE78CA
左營區,房地(土地+建物),高雄市左營區榮總路541~570號,8.87,住,,,1090104,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870502,117.3,3,2,2,有,有,4200000,35806,,0.0,0,,RPPPMLMKKHPFFEE18CA
左營區,房地(土地+建物)+車位,高雄市左營區忠言路31~60號,21.57,商,,,1081119,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021106,182.99,3,2,2,有,有,14980000,81862,坡道平面,26.34,0,,RPPOMLOKKHPFFEE28CA
左營區,房地(土地+建物)+車位,高雄市左營區光興街211~240號,31.32,住,,,1090105,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790420,201.72,5,2,2,有,有,8700000,43129,坡道平面,0.0,1200000,,RPSPMLNKKHPFFEE58CA
楠梓區,房地(土地+建物),高雄市楠梓區鳳楠路181~210號,17.22,住,,,1090106,土地1建物1車位0,九層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830220,158.16,4,2,2,有,有,3760000,23773,,0.0,0,,RPTNMLOKKHPFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區榮耀街31~60號,15.01,住,,,1090113,土地1建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880703,195.41,3,2,2,有,有,9400000,48104,坡道平面,24.54,0,,RPVNMLLLKHPFFEE58CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區鳳楠路91~120號,11.24,住,,,1081129,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021028,92.09,2,1,1,有,有,4800000,52123,坡道平面,0.0,0,,RPUNMLMJLHPFFEE48CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學十一街61~90號,21.59,住,,,1081229,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010111,148.76,3,2,2,有,有,6700000,45039,坡道平面,0.0,0,,RPQOMLMJLHPFFEE18CA
大寮區,房地(土地+建物),高雄市大寮區仁德路1~30號,10.73,住,,,1081228,土地1建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840217,109.49,3,2,2,有,有,1820000,16623,,0.0,0,急買急賣。;,RPQNMLNKKHPFFLE88CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路121~150號,9.45,商,,,1081231,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950809,91.4,2,1,1,有,有,5500000,60175,坡道機械,0.0,0,,RPPNMLKMJHPFFAE77CD
三民區,房地(土地+建物),高雄市三民區興安街61~90號,23.8,住,,,1090102,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851113,147.81,4,2,2,有,有,5200000,35180,,0.0,0,,RPPNMLNJKHPFFDE18CD
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德民路331~360號,10.3,住,,,1081229,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850112,141.76,3,2,2,有,有,4500000,31744,坡道平面,0.0,0,,RPPNMLLMJHPFFEE28CD
岡山區,房地(土地+建物),高雄市岡山區岡山路511~540號,4.94,住,,,1081228,土地1建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841118,73.33,2,2,1,有,有,2250000,30683,,0.0,0,,RPPNMLLJLHPFFFE97CA
左營區,房地(土地+建物)+車位,高雄市左營區榮耀街31~60號,20.62,住,,,1081229,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,169.44,4,2,2,有,無,8280000,48867,坡道平面,0.0,0,附贈冷氣、窗簾等家具,RPQPMLQLKHPFFEE78CA
左營區,房地(土地+建物),高雄市左營區榮德街421~450號,8.0,住,,,1090113,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960808,78.86,2,1,1,有,有,3800000,48187,,0.0,0,,RPUOMLSKKHPFFEE56CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,4.75,住,,,1081225,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031128,68.74,3,1,2,有,有,5250000,76364,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLSKKHPFFEE66CA
左營區,房地(土地+建物)+車位,高雄市左營區重建路1~30號,16.65,商,,,1081223,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991228,206.13,4,2,2,有,有,13800000,66948,坡道平面,24.28,0,親友、員工或其他特殊關係間之交易。;,RPTOMLNKKHPFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路361~390號,15.6,住,,,1081230,土地1建物1車位1,九層,二十六層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890407,235.07,5,2,3,有,有,12900000,54877,坡道平面,35.6,0,,RPVPMLOKKHPFFEE98CA
左營區,房地(土地+建物)+車位,高雄市左營區重建路1~30號,12.48,商,,,1081225,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950410,134.24,3,2,2,有,有,7860000,58552,坡道機械,15.7,0,,RPTPMLRJKHPFFEE98CA
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路121~150號,12.77,住,,,1081228,土地1建物1車位1,十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830811,166.92000000000002,4,2,2,有,有,8700000,52121,坡道平面,0.0,0,,RPSNMLSJKHPFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區大順一路241~270號,11.16,住,,,1090105,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850119,97.68,2,2,1,有,有,5950000,60913,坡道機械,0.0,0,,RPUNMLSJKHPFFEE98CA
左營區,房地(土地+建物),高雄市左營區華夏路1471~1500號,7.93,商,,,1090111,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840814,94.8,3,2,2,有,有,4200000,44304,,0.0,0,,RPVNMLSJKHPFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區文天路121~150號,12.19,商,,,1081215,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,168.96,3,2,2,有,有,11300000,66880,坡道平面,0.0,0,,RPWNMLMKKHPFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路391~420號,10.58,商,,,1090110,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940614,137.18,3,2,2,有,有,8000000,58318,坡道平面,23.16,0,固定物裝潢,RPOOMLMKKHPFFEE97CA
左營區,房地(土地+建物),高雄市左營區文川路211~240號,6.54,商,,,1090105,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030716,95.01,2,1,1,有,無,5700000,59994,,0.0,0,,RPXPMLLKKHPFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區安吉街241~270號,12.43,商,,,1081222,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951128,129.35999999999999,3,2,2,有,有,8260000,63853,坡道機械,0.0,0,,RPOQMLLKKHPFFEE08CA
左營區,房地(土地+建物),高雄市左營區翠華路601巷1~30號,23.14,住,,,1090113,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0871209,152.05,3,2,2,有,有,4400000,28938,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQQMLQJKHPFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路151~180號,20.2,住,,,1081228,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951124,175.37,4,2,2,有,有,10236800,58373,坡道平面,21.33,0,,RPVOMLQJKHPFFEE98CA
三民區,房地(土地+建物),高雄市三民區水源路217巷1~30號,9.26,住,,,1081220,土地2建物1車位0,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010605,90.65,2,2,1,有,有,4800000,52951,,0.0,0,,RPXNMLLLKHPFFDE68CA
左營區,房地(土地+建物)+車位,高雄市左營區華夏路1441~1470號,15.2,住,,,1081225,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970521,149.16,3,2,2,有,有,7680000,51488,坡道機械,7.15,0,,RPXNMLQJKHPFFEE09CA
三民區,房地(土地+建物)+車位,高雄市三民區博愛一路391~420號,22.52,商,,,1080612,土地1建物1車位2,十四層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000103,547.96,0,0,0,無,有,40680000,69368,坡道平面,30.72,4800000,,RPSNMLSJKHPFFDE68CA
三民區,房地(土地+建物),高雄市三民區建元路31~60號,4.42,住,,,1090106,土地1建物1車位0,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860705,51.82,3,2,2,有,有,2200000,42455,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLRJKHPFFDE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1501~1530號,11.13,商,,,1081230,土地1建物1車位1,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840309,144.61,3,2,2,有,有,6900000,47715,坡道平面,0.0,0,,RPTNMLQLKHPFFAE48CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區神農路151~180號,14.48,商,,,1090103,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970826,173.16,4,2,2,有,有,13760000,79464,坡道機械,6.65,0,,RPTOMLKLKHPFFAE97CA
